userId,War,Animation,Horror,Sci-Fi,Fantasy,Thriller,Crime,Mystery,Documentary,Children,Action,Adventure,Musical,Film-Noir,Drama,Romance,Comedy,Western,None
1,0.0425531914893617,0.0574468085106383,0.019148936170212766,0,0.08723404255319149,0.09148936170212765,0.08297872340425531,0.027659574468085105,0.0,0.07872340425531915,0.16170212765957448,0.1574468085106383,0.0425531914893617,0.002127659574468085,0.13617021276595745,0,0,0.01276595744680851,0.0
2,0.029411764705882353,0.0,0.0,0,0.0,0.14705882352941177,0.14705882352941177,0.058823529411764705,0.058823529411764705,0.0,0.20588235294117646,0.058823529411764705,0.0,0.0,0.29411764705882354,0,0,0.0,0.0
3,0.0,0.0,0.23333333333333334,0,0.06666666666666667,0.2,0.0,0.03333333333333333,0.0,0.0,0.3,0.13333333333333333,0.0,0.0,0.03333333333333333,0,0,0.0,0.0
4,0.023696682464454975,0.018957345971563982,0.018957345971563982,0,0.061611374407582936,0.10426540284360189,0.08530805687203792,0.06635071090047394,0.004739336492890996,0.03317535545023697,0.061611374407582936,0.09004739336492891,0.05687203791469194,0.014218009478672985,0.32701421800947866,0,0,0.03317535545023697,0.0
5,0.03636363636363636,0.09090909090909091,0.0,0,0.09090909090909091,0.07272727272727272,0.12727272727272726,0.01818181818181818,0.0,0.12727272727272726,0.03636363636363636,0.05454545454545454,0.07272727272727272,0.0,0.2545454545454545,0,0,0.01818181818181818,0.0
6,0.023622047244094488,0.03543307086614173,0.015748031496062992,0,0.047244094488188976,0.12598425196850394,0.05511811023622047,0.031496062992125984,0.0,0.08661417322834646,0.1220472440944882,0.1141732283464567,0.03543307086614173,0.0,0.2874015748031496,0,0,0.01968503937007874,0.0
7,0.03773584905660377,0.0440251572327044,0.025157232704402517,0,0.06918238993710692,0.1320754716981132,0.07547169811320754,0.03773584905660377,0.0,0.0440251572327044,0.18867924528301888,0.1761006289308176,0.025157232704402517,0.0,0.14465408805031446,0,0,0.0,0.0
8,0.02040816326530612,0.02040816326530612,0.04081632653061224,0,0.02040816326530612,0.20408163265306123,0.12244897959183673,0.04081632653061224,0.0,0.061224489795918366,0.08163265306122448,0.14285714285714285,0.02040816326530612,0.0,0.20408163265306123,0,0,0.02040816326530612,0.0
9,0.030303030303030304,0.030303030303030304,0.0,0,0.06060606060606061,0.09090909090909091,0.09090909090909091,0.06060606060606061,0.0,0.030303030303030304,0.09090909090909091,0.15151515151515152,0.0,0.030303030303030304,0.3333333333333333,0,0,0.0,0.0
10,0.011111111111111112,0.1,0.0,0,0.07777777777777778,0.044444444444444446,0.05555555555555555,0.0,0.0,0.08888888888888889,0.13333333333333333,0.16666666666666666,0.044444444444444446,0.0,0.2777777777777778,0,0,0.0,0.0
11,0.0449438202247191,0.0,0.011235955056179775,0,0.0,0.21348314606741572,0.07865168539325842,0.033707865168539325,0.0,0.0,0.2808988764044944,0.11235955056179775,0.0,0.0,0.21348314606741572,0,0,0.011235955056179775,0.0
12,0.05555555555555555,0.0,0.0,0,0.1111111111111111,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.7222222222222222,0,0,0.0,0.0
13,0.02857142857142857,0.0,0.11428571428571428,0,0.0,0.17142857142857143,0.02857142857142857,0.05714285714285714,0.0,0.0,0.22857142857142856,0.14285714285714285,0.0,0.0,0.2,0,0,0.02857142857142857,0.0
14,0.07317073170731707,0.0,0.024390243902439025,0,0.0,0.17073170731707318,0.04878048780487805,0.04878048780487805,0.0,0.0,0.14634146341463414,0.0975609756097561,0.024390243902439025,0.0,0.2926829268292683,0,0,0.07317073170731707,0.0
15,0.02727272727272727,0.00909090909090909,0.03636363636363636,0,0.02727272727272727,0.15454545454545454,0.08181818181818182,0.02727272727272727,0.0,0.00909090909090909,0.17272727272727273,0.19090909090909092,0.0,0.0,0.2545454545454545,0,0,0.00909090909090909,0.0
16,0.04838709677419355,0.07258064516129033,0.016129032258064516,0,0.08064516129032258,0.13709677419354838,0.11290322580645161,0.04838709677419355,0.008064516129032258,0.056451612903225805,0.08870967741935484,0.08870967741935484,0.0,0.03225806451612903,0.20967741935483872,0,0,0.0,0.0
17,0.043478260869565216,0.043478260869565216,0.014492753623188406,0,0.06763285024154589,0.12077294685990338,0.13043478260869565,0.043478260869565216,0.0,0.028985507246376812,0.14492753623188406,0.13526570048309178,0.00966183574879227,0.004830917874396135,0.18840579710144928,0,0,0.024154589371980676,0.0
18,0.0176,0.0256,0.0112,0,0.0368,0.1584,0.1584,0.064,0.0096,0.0224,0.1408,0.0976,0.0112,0.0096,0.2224,0,0,0.0144,0.0
19,0.009478672985781991,0.06635071090047394,0.023696682464454975,0,0.10426540284360189,0.11374407582938388,0.08530805687203792,0.06635071090047394,0.0,0.0947867298578199,0.12796208530805686,0.13744075829383887,0.04265402843601896,0.014218009478672985,0.11374407582938388,0,0,0.0,0.0
20,0.006493506493506494,0.1590909090909091,0.006493506493506494,0,0.09415584415584416,0.01948051948051948,0.025974025974025976,0.016233766233766232,0.003246753246753247,0.22727272727272727,0.032467532467532464,0.13636363636363635,0.14285714285714285,0.0,0.12987012987012986,0,0,0.0,0.0
21,0.008982035928143712,0.0658682634730539,0.0,0,0.05389221556886228,0.1497005988023952,0.038922155688622756,0.023952095808383235,0.0,0.06287425149700598,0.25149700598802394,0.26646706586826346,0.014970059880239521,0.0029940119760479044,0.05089820359281437,0,0,0.005988023952095809,0.0029940119760479044
22,0.025974025974025976,0.03896103896103896,0.03896103896103896,0,0.012987012987012988,0.14285714285714285,0.1038961038961039,0.03896103896103896,0.025974025974025976,0.05194805194805195,0.12987012987012986,0.07792207792207792,0.012987012987012988,0.012987012987012988,0.2727272727272727,0,0,0.012987012987012988,0.0
23,0.025,0.05,0.016666666666666666,0,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.14166666666666666,0.0,0.008333333333333333,0.075,0.041666666666666664,0.0,0.041666666666666664,0.25833333333333336,0,0,0.008333333333333333,0.0
24,0.03305785123966942,0.01652892561983471,0.008264462809917356,0,0.0743801652892562,0.12396694214876033,0.14049586776859505,0.06611570247933884,0.0,0.01652892561983471,0.2066115702479339,0.11570247933884298,0.0,0.0,0.19834710743801653,0,0,0.0,0.0
25,0.06349206349206349,0.047619047619047616,0.0,0,0.047619047619047616,0.06349206349206349,0.06349206349206349,0.031746031746031744,0.0,0.047619047619047616,0.2222222222222222,0.2222222222222222,0.0,0.0,0.19047619047619047,0,0,0.0,0.0
26,0.0,0.0,0.06666666666666667,0,0.0,0.4,0.26666666666666666,0.06666666666666667,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0,0,0.0,0.0
27,0.0582010582010582,0.0582010582010582,0.0,0,0.06349206349206349,0.047619047619047616,0.021164021164021163,0.015873015873015872,0.0,0.1111111111111111,0.14814814814814814,0.20105820105820105,0.05291005291005291,0.005291005291005291,0.1746031746031746,0,0,0.042328042328042326,0.0
28,0.06072874493927125,0.004048582995951417,0.016194331983805668,0,0.024291497975708502,0.12955465587044535,0.10931174089068826,0.03643724696356275,0.004048582995951417,0.004048582995951417,0.1862348178137652,0.12955465587044535,0.012145748987854251,0.0,0.2591093117408907,0,0,0.024291497975708502,0.0
29,0.11920529801324503,0.0,0.013245033112582781,0,0.019867549668874173,0.09933774834437085,0.0728476821192053,0.039735099337748346,0.013245033112582781,0.006622516556291391,0.15894039735099338,0.11258278145695365,0.013245033112582781,0.006622516556291391,0.271523178807947,0,0,0.052980132450331126,0.0
30,0.014285714285714285,0.05714285714285714,0.0,0,0.05714285714285714,0.05714285714285714,0.1,0.014285714285714285,0.0,0.04285714285714286,0.3,0.2571428571428571,0.0,0.0,0.1,0,0,0.0,0.0
31,0.013888888888888888,0.05555555555555555,0.013888888888888888,0,0.08333333333333333,0.1527777777777778,0.027777777777777776,0.013888888888888888,0.013888888888888888,0.08333333333333333,0.19444444444444445,0.16666666666666666,0.06944444444444445,0.0,0.1111111111111111,0,0,0.0,0.0
32,0.01020408163265306,0.0,0.01020408163265306,0,0.061224489795918366,0.17346938775510204,0.1326530612244898,0.05102040816326531,0.01020408163265306,0.02040816326530612,0.12244897959183673,0.08163265306122448,0.01020408163265306,0.0,0.3163265306122449,0,0,0.0,0.0
33,0.034013605442176874,0.013605442176870748,0.013605442176870748,0,0.013605442176870748,0.10884353741496598,0.12244897959183673,0.034013605442176874,0.0,0.02040816326530612,0.061224489795918366,0.034013605442176874,0.02040816326530612,0.013605442176870748,0.5034013605442177,0,0,0.006802721088435374,0.0
34,0.01020408163265306,0.030612244897959183,0.030612244897959183,0,0.061224489795918366,0.15306122448979592,0.07142857142857142,0.02040816326530612,0.0,0.0,0.3163265306122449,0.16326530612244897,0.0,0.0,0.1326530612244898,0,0,0.01020408163265306,0.0
